https://developer.pidgin.im/ticket/15347; #15347; Wider non-ellipsized labels for side-aligned conversation tabs
https://developer.pidgin.im/ticket/15348; #15348; Load account icon from config dir for relative paths
https://developer.pidgin.im/ticket/15248; #15248; Avoid printing IRC channel URLs
